"","year","net_income","total_assets"
"1157",2013,-1220,34053
"1158",2013,708,18521
"1159",2013,221030,2073922
"1160",2013,-32593,141208
"1161",2013,1096,78346
"1162",2013,5750,53164
"1163",2013,5981,191229
"1164",2013,1049,37476
"1165",2013,13,5045
"1166",2013,565,28895
"1167",2013,45,14007
"1168",2013,54,36001
"1169",2013,546,17361
"1170",2013,4128,15035
"1171",2013,-32412,506506
"1172",2013,559,69616
"1173",2013,8795,22224
"1174",2013,1043,66240
"1175",2013,232,1956
"1176",2013,725,126208
"1177",2013,-17405,196097
"1178",2013,4457,66414
"1179",2013,97,93577
"1180",2013,8369,21283
"1181",2013,5187,28449
"1182",2013,1198,6348
"1183",2013,1209,4692
"1184",2013,4519,17425
"1185",2013,-873,155929
"1186",2013,11165,12437
"1187",2013,11938,13255
"1188",2013,7388,12383
"1189",2013,24533,53090
"1190",2013,26647,33401
"1191",2013,930,19470
"1192",2013,1291,5494
"1193",2013,17430,29198
"1194",2013,71,16086
"1195",2013,2410,11328
"1196",2013,744,1068
"1197",2013,76356,146513
"1198",2013,2000,329058
"1199",2013,2218,18239
"1200",2013,22810,124527
"1201",2013,14000,38000
"1202",2013,2957,18923
"1203",2013,2700,14172
"1204",2013,1201,21797
"1205",2013,6823,152121
"1206",2013,6000,15000
"1207",2013,1175,2365
"1208",2013,1160,16305
"1209",2013,3540,13900
"1210",2013,5539,49088
"1211",2013,5670,27505
"1212",2013,34750,83262
"1213",2013,3417,10642
"1214",2013,1596,154725
"1215",2013,1922,1092382
"1216",2013,4849,780877
"1217",2013,-114543,26707948
"1218",2013,79,51248
"1219",2013,2004,57225
"1220",2013,8819,20497
"1221",2013,983,40844
"1222",2013,59318,1310721
"1223",2013,1e+05,23224876
"1224",2013,6064,184169
"1225",2013,511802,43152428
"1226",2013,317906,23945488
"1227",2013,98148,8751258
"1228",2013,381657,2523726
"1229",2013,6079,852191
"1230",2013,120,95309
"1231",2013,351,145463
"1232",2013,28344,38457
"1233",2013,269,197950
"1234",2013,-43,28048
"1235",2013,116280,80900
"1236",2013,40699,10560
"1237",2013,303,11198
"1238",2013,34078,42023
"1239",2013,21908,6958177
"1240",2013,2930,150537
"1241",2013,12546,184118
"1242",2013,52219,235622
"1243",2013,3772,92839
"1244",2013,57271,656819
"1245",2013,122320,1069078
"1246",2013,1691,32361
"1247",2013,929,19136
"1248",2013,86926,73450
"1249",2013,5200,564898
"1250",2013,78287,70564
"1251",2013,2450,28444
"1252",2013,22385,23719
"1253",2013,31889,32878
"1254",2013,14388,14902
"1255",2013,22896,24112
"1256",2013,-79,80847
"1257",2013,191980,79756016
"1258",2013,2764,3243506
"1259",2013,1339,15739
"1260",2013,-897,21341
"1261",2013,1172,220942
"1262",2013,782,52629
"1263",2013,48622,591230
"1264",2013,1225,109080
"1265",2013,141620,579231
"1266",2013,140780,576891
"1267",2013,21057,276462
"1268",2013,26057,420216
"1269",2013,6786,618930
"1270",2013,73304,79771
"1271",2013,2050,807089
"1272",2013,5082,1207720
"1273",2013,-2314,80102
"1274",2013,89,8976
"1275",2013,-47956,1030589
"1276",2013,461,74547
"1277",2013,-10045,1020814
"1278",2013,741601,2268122
"1279",2013,-34264,189336
"1280",2013,-23675,193875
"1281",2013,-14223,33329
"1282",2013,-96,14611
"1283",2013,-31618,187730
"1284",2013,3649,471842
"1285",2013,-91930,1830838
"1286",2013,-23399,158493
"1287",2013,-32188,635006
"1288",2013,17186,77675704
"1289",2013,82472,1561036
"1290",2013,14,11130
"1291",2013,1321,32865
"1292",2013,2382,270523
"1293",2013,80026,1573103
"1294",2013,1200,21670
"1295",2013,581,65504
"1296",2013,-770,57987
"1297",2013,90163,5222590
"1298",2013,333274,2518374
"1299",2013,5968,265550
"1300",2013,3971,220834
"1301",2013,50,663592
"1302",2013,187,26921
"1303",2013,8263,738297
"1304",2013,-9553,89926
"1305",2013,-16629,130431
"1306",2013,16768,74563
"1307",2013,14885,22185
"1308",2013,72020,335537
"1309",2013,7134,206545
"1310",2013,-2424,45178
"1311",2013,-5266,267978
"1312",2013,-113,24764
"1313",2013,-351,36547
"1314",2013,186,228300
"1315",2013,567111,3262780
"1316",2013,188,5423
"1317",2013,2568,356129
"1318",2013,-4207,56665
"1319",2013,20062,1853431
"1320",2013,144816,5959547
"1321",2013,10270,351051
"1322",2013,-834,13995
"1323",2013,19622,304301
"1324",2013,23835,1584832
"1325",2013,199,184211
"1326",2013,6042,104832
"1327",2013,-31472,486159
"1328",2013,13810,496520
"1329",2013,3928,321677
"1330",2013,9667,632074
"1331",2013,1062,28178
"1332",2013,-289,15447
"1333",2013,38187,549673
"1334",2013,46816,312887
"1335",2013,11782,202261
"1336",2013,-3993,58130
"1337",2013,8850,48512
"1338",2013,64766,127972
"1339",2013,2078,202298
"1340",2013,62066,2173380
"1341",2013,56825,335321
"1342",2013,-4632,26033
"1343",2013,4644,1683649
"1344",2013,18363,63780
"1345",2013,33159,124536
"1346",2013,1316,134650
"1347",2013,37250,232203
"1348",2013,33006,99965
"1349",2013,13714,16496
"1350",2013,26056,58681
"1351",2013,32658,143917
"1352",2013,44406,410418
"1353",2013,20131,441302
"1354",2013,33712,221743
"1355",2013,369,33498
"1356",2013,-10586,233797
"1357",2013,-88114,621591
"1358",2013,49915,61385
"1359",2013,12001,20516
"1360",2013,44777,57815
"1361",2013,70345,174589
"1362",2013,47280,106585
"1363",2013,31437,56892
"1364",2013,32241,45797
"1365",2013,99,324598
"1366",2013,6183,413273
"1367",2013,31542,40878
"1368",2013,19464,435207
"1369",2013,38235,70359
"1370",2013,312,55048
"1371",2013,541107,10625694
"1372",2013,10354,287050
"1373",2013,71,129874
"1374",2013,30,47430
"1375",2013,104,456051
"1376",2013,-893,166644
"1377",2013,-74,23903
"1378",2013,51730,534324
"1379",2013,4460,275843
"1380",2013,768,158191
"1381",2013,20998,463565
"1382",2013,1365,117462
"1383",2013,18271,48320
"1384",2013,-5225,73125
"1385",2013,247,48820
"1386",2013,53123,1361108
"1387",2013,715,58792
"1388",2013,1355,26965
"1389",2013,858,89832
"1390",2013,5000,42852
"1391",2013,20451,401863
"1392",2013,10069,26951
"1393",2013,26464,30370
"1394",2013,79545,89613
"1395",2013,55685,62855
"1396",2013,19226,19887
"1397",2013,87877,185472
"1398",2013,99872,215746
"1399",2013,933,28961
"1400",2013,18642,19526
"1401",2013,5463,18698
"1402",2013,9810,106642
"1403",2013,377979,4059321
"1404",2013,74717,429077
"1405",2013,75628,84617
"1406",2013,76115,105455
"1407",2013,65818,68394
"1408",2013,761,16989
"1409",2013,219,28830
"1410",2013,8974,419375
"1411",2013,2841,54795
"1412",2013,7458,22598
"1413",2013,541,8639
"1414",2013,43837,670850
"1415",2013,192,19286
"1416",2013,51004,189156
"1417",2013,-225,108215
"1418",2013,6521,8507
"1419",2013,1643,139776
"1420",2013,-11064,336487
"1421",2013,2384,51014
"1422",2013,24763,428081
"1423",2013,372,34497
"1424",2013,20460,152585
"1425",2013,1456,63377
"1426",2013,5084,19850
"1427",2013,2780,69486
"1428",2013,1051,8138
"1429",2013,6899,322104
"1430",2013,676654,4510307
"1431",2013,3693,451490
"1432",2013,67301,10255280
"1433",2013,12189,10247248
"1434",2013,-71717,634085
"1435",2013,53638,8322735
"1436",2013,-467924,6719220
"1437",2013,-566415,9911617
"1438",2013,-72749,801685
"1439",2013,-374,67118
"1440",2013,3736,222787
"1441",2013,601,722771
"1442",2013,191910,1059334
"1443",2013,-38288,2953741
"1444",2013,-556980,10444587
"1445",2013,1072882,118500328
"1446",2013,4209,33777
"1447",2013,8806,116343
"1448",2013,-132339,822031
"1449",2013,-19428,1993590
"1450",2013,-9000,76597
"1451",2013,248,16915
"1452",2013,45828,727681
"1453",2013,-62909,1405148
"1454",2013,-11606,452067
"1455",2013,-43698,2246624
"1456",2013,1876,159898
"1457",2013,-82095,1497019
"1458",2013,-2014,40196
"1459",2013,-731,57728
"1460",2013,-24474,264865
"1461",2013,201,20360
"1462",2013,-2552,314359
"1463",2013,13201,526241
"1464",2013,1742,49562
"1465",2013,531419,4280527
"1466",2013,156,61503
"1467",2013,66085,1184759
"1468",2013,23474,1435762
"1469",2013,2936664,80063832
"1470",2013,-14968,550304
"1471",2013,-113456,910262
"1472",2013,4812,630662
"1473",2013,1617,1770824
"1474",2013,2222,129612
"1475",2013,32448,541029
"1476",2013,15507,1254609
"1477",2013,-5025,173789
"1478",2013,532,41342
"1479",2013,387,673057
"1480",2013,20,76018
"1481",2013,-10522,686872
"1482",2013,1762747,6043745
"1483",2013,-119,94651
"1484",2013,2212,91182
"1485",2013,-321,264177
"1486",2013,-964,84730
"1487",2013,-2300,19758
"1488",2013,-3527,404720
"1489",2013,47,148773
"1490",2013,2340,141064
"1491",2013,15649,1604491
"1492",2013,10180,70618
"1493",2013,-50727,2386406
"1494",2013,8512,319159
"1495",2013,6320,139219
"1496",2013,-318505,24183664
"1497",2013,153897,2827927
"1498",2013,-6450,318716
"1499",2013,-498,27724
"1500",2013,73241,2607692
"1501",2013,64816,1386491
"1502",2013,103734,608939
"1503",2013,-2216,47920
"1504",2013,271,24308
"1505",2013,388,30077
"1506",2013,-9623,452577
"1507",2013,-55840,2858820
"1508",2013,1792959,50621152
"1509",2013,-20679,1020219
"1510",2013,22136,132734
"1511",2013,769,165693
"1512",2013,6166,269824
"1513",2013,1734,115862
"1514",2013,-2544,35302
"1515",2013,-7,15307
"1516",2013,127508,128258
"1517",2013,54826,136012
"1518",2013,2530,44705
"1519",2013,64310,119789
"1520",2013,499,39686
"1521",2013,1005,58233
"1522",2013,3974,2019606
"1523",2013,-9229,1244986
"1524",2013,25140,138177
"1525",2013,58129,88875
"1526",2013,152100,161002
"1527",2013,155762,159368
"1528",2013,510,51069
"1529",2013,161179,165455
"1530",2013,12538,100859
"1531",2013,4119,68557
"1532",2013,384171,14601161
"1533",2013,-82670,1201010
"1534",2013,-11450,192558
"1535",2013,902,4912
"1536",2013,-10219,476226
"1537",2013,-20528,558843
"1538",2013,1212942,17343600
"1539",2013,60468,1006051
"1540",2013,1801,20455
"1541",2013,52292,86409
"1542",2013,128634,154962
"1543",2013,114851,1474260
"1544",2013,203314,568074
"1545",2013,33121,177297
"1546",2013,-9163,397690
"1547",2013,5365,215563
"1548",2013,320031,2090273
"1549",2013,13680,110774
"1550",2013,3890,108130
"1551",2013,31560,163664
"1552",2013,39000,115660
"1553",2013,114131,199801
"1554",2013,598,112829
"1555",2013,5678,18150
"1556",2013,1561,58885
"1557",2013,866,12156
"1558",2013,4140,13601
"1559",2013,1872,26324
"1560",2013,24180,360123
"1561",2013,5402,19435
"1562",2013,245925,251792
"1563",2013,4735,13723
"1564",2013,22831,217286
"1565",2013,27851,132952
"1566",2013,1661,17305
"1567",2013,4020,478604
"1568",2013,3099,4085
"1569",2013,128280,372426
"1570",2013,-48383,376823
"1571",2013,4574,47039
"1572",2013,11205,34953
"1573",2013,-5153,203717
"1574",2013,-461,789053
"1575",2013,4231,91236
"1576",2013,-13943,848366
"1577",2013,473,489135
"1578",2013,154051,5584202
"1579",2013,62722,541122
"1580",2013,-12991,414893
"1581",2013,-13004,90182
"1582",2013,7465,135760
"1583",2013,7554,15680
"1584",2013,514,10562
"1585",2013,32093,320849
"1586",2013,1217,9129
"1587",2013,1369,23292
"1588",2013,257,7459
"1589",2013,-11,62961
"1590",2013,1079,3350
"1591",2013,-254,37271
"1592",2013,-117872,9545921
"1593",2013,325950,1400080
"1594",2013,2480,12500
"1595",2013,951,22237
"1596",2013,488,10928
"1597",2013,14075,32660
"1598",2013,144229,853626
"1599",2013,31250,38385
"1600",2013,5279,52467
"1601",2013,3847,24975
"1602",2013,82559,3963974
"1603",2013,23899,40220
"1604",2013,51544,494114
"1605",2013,5201,1463922
"1606",2013,-7718,80971
"1607",2013,226,13866
"1608",2013,119,77782
"1609",2013,455,14083
"1610",2013,4937,67698
"1611",2013,1688,4631
"1612",2013,2126,91868
"1613",2013,1417,22836
"1614",2013,4195,118143
"1615",2013,2965,133143
"1616",2013,-425,129062
"1617",2013,1760,4631
"1618",2013,190,15237
"1619",2013,808,12206
"1620",2013,247,19763
"1621",2013,63,3406
"1622",2013,37567,211616
"1623",2013,-10666,75710
"1624",2013,6971,7265
"1625",2013,63682,725652
"1626",2013,749,44493
"1627",2013,471,11996
"1628",2013,303,55356
"1629",2013,-19801,408116
"1630",2013,4036,5217
"1631",2013,394,10801
"1632",2013,817,18415
"1633",2013,145,11617
"1634",2013,220,17605
"1635",2013,164,13105
"1636",2013,226,18115
"1637",2013,36,3050
"1638",2013,1630,15497
"1639",2013,235,42405
"1640",2013,267,17919
"1641",2013,75254,3496802
"1642",2013,66754,729949
"1643",2013,130,68031
"1644",2013,5220,6036
"1645",2013,57787,935264
"1646",2013,-4648,11726
"1647",2013,55586,1048520
"1648",2013,11962,1762285
"1649",2013,-456,18036
"1650",2013,387,91142
"1651",2013,6532,539252
"1652",2013,455224,15817052
"1653",2013,4808,37680
"1654",2013,551,149330
"1655",2013,2281,691883
"1656",2013,1511,58163
"1657",2013,52117,549171
"1658",2013,19540,65630
"1659",2013,2300,8015
"1660",2013,5707,17901
"1661",2013,169,6347
"1662",2013,248,7919
"1663",2013,1666,9888
"1664",2013,1591,10399
"1665",2013,245,11713
"1666",2013,368,21551
"1667",2013,88,40155
"1668",2013,4294,162798
"1669",2013,5469,42536
"1670",2013,223,5457
"1671",2013,108,299782
"1672",2013,1823,28791
"1673",2013,2016,3268
"1674",2013,9876,26203
"1675",2013,3079,20955
"1676",2013,1224,12939
"1677",2013,301,8581
"1678",2013,2893,40190
"1679",2013,179,33148
"1680",2013,2063,14541
"1681",2013,489,2876
"1682",2013,60,10788
"1683",2013,3108,96922
"1684",2013,2425,17623
"1685",2013,1731,5883
"1686",2013,476,8383
"1687",2013,1968,56120
"1688",2013,4554,17936
"1689",2013,541,16758
"1690",2013,2512,38500
"1691",2013,274,90621
"1692",2013,1795,97832
"1693",2013,260,10688
"1694",2013,309,19350
"1695",2013,2415,23250
"1696",2013,901,9806
"1697",2013,1364,22624
"1698",2013,700,153000
"1699",2013,1002,4667
"1700",2013,421,38069
"1701",2013,700,71523
"1702",2013,506,6390
"1703",2013,1045,7785
"1704",2013,1430,8631
"1705",2013,2825,56929
"1706",2013,2533,49821
"1707",2013,3174,55857
"1708",2013,2333,98492
"1709",2013,306,21469
"1710",2013,-18070,967152
"1711",2013,4912,18162
"1712",2013,5846,6426
"1713",2013,19575,20500
"1714",2013,7936,29304
"1715",2013,3823,29338
"1716",2013,7660,38584
"1717",2013,-118999,29687680
"1718",2013,7735,33789
"1719",2013,11324,15700
"1720",2013,19044,31280
"1721",2013,3960,8995
"1722",2013,32671,225262
"1723",2013,1926,14588
"1724",2013,15427,41306
"1725",2013,24905,122282
"1726",2013,11509,21230
"1727",2013,7200,21320
"1728",2013,130560,715465
"1729",2013,11184,34231
"1730",2013,5088,6451
"1731",2013,13132,36128
"1732",2013,18239,363694
"1733",2013,1680,29012
"1734",2013,1206,3838
"1735",2013,2356,47747
"1736",2013,66,12456
"1737",2013,8732,6128
"1738",2013,9371,14152
"1739",2013,15148,12034
"1740",2013,40952,100980
"1741",2013,-175,85759
"1742",2013,87,14775
"1743",2013,799,9173
"1744",2013,3240,7823
"1745",2013,1380,9260
"1746",2013,3475,7220
"1747",2013,4280,15463
"1748",2013,-929,146195
"1749",2013,2556,5769
"1750",2013,1705,60235
"1751",2013,2976,25165
"1752",2013,6274,14707
"1753",2013,3433,8343
"1754",2013,4363,6027
"1755",2013,4196,8314
"1756",2013,3430,7679
"1757",2013,4109,9085
"1758",2013,3487,7070
"1759",2013,-60,55869
"1760",2013,11215,22430
"1761",2013,4401,21717
"1762",2013,77604,128999
"1763",2013,7095,9014
"1764",2013,7680,32189
"1765",2013,2498,3622
"1766",2013,4331,16992
"1767",2013,29348,272045
"1768",2013,3770,14655
"1769",2013,40844,102540
"1770",2013,66001,57279
"1771",2013,22245,95258
"1772",2013,14819,70216
"1773",2013,9998,19373
"1774",2013,9722,20300
"1775",2013,29971,141890
"1776",2013,1226,29202
"1777",2013,14914,19354
"1778",2013,33333,41473
"1779",2013,5980,52747
"1780",2013,455,22130
"1781",2013,9000,61000
"1782",2013,34375,103750
"1783",2013,1356,18765
"1784",2013,13500,133560
"1785",2013,14863,19239
"1786",2013,20648,118497
"1787",2013,23335,53450
"1788",2013,12000,28200
"1789",2013,18000,22020
"1790",2013,6000,44913
"1791",2013,10150,109326
"1792",2013,13887,23080
"1793",2013,9500,45000
"1794",2013,13349,18500
"1795",2013,5500,13765
"1796",2013,7773,29994
"1797",2013,2422,25463
"1798",2013,2675,14320
"1799",2013,1900,76375
"1800",2013,5637,14287
"1801",2013,24800,133137
"1802",2013,3240,14800
"1803",2013,16655,21740
"1804",2013,5760,24173
"1805",2013,9230,9685
"1806",2013,12327,77469
"1807",2013,13654,30225
"1808",2013,22470,109106
"1809",2013,39169,168239
"1810",2013,22000,197820
"1811",2013,16724,23690
"1812",2013,5151,9000
"1813",2013,2085,9500
"1814",2013,7000,35000
"1815",2013,4500,25000
"1816",2013,175879,1347549
"1817",2013,11000,69000
"1818",2013,25149,74511
"1819",2013,35077,75492
"1820",2013,22515,1729430
"1821",2013,6836,304962
"1822",2013,-164985,580280
"1823",2013,51195,465834
"1824",2013,1781,585565
"1825",2013,9106,83400
"1826",2013,351,106746
"1827",2013,-43768,3733614
"1828",2013,589,45008
"1829",2013,864,31517
"1830",2013,-6545,75021
"1831",2013,12435,63041
"1832",2013,-18011,366797
"1833",2013,-577110,1501605
"1834",2013,35904,1304129
"1835",2013,-7621,99522
"1836",2013,1004,38430
"1837",2013,-3705,116987
"1838",2013,3543,48270
"1839",2013,50559,922198
"1840",2013,7679,161598
"1841",2013,610000,14889000
"1842",2013,-2173,459583
"1843",2013,4492,94095
"1844",2013,16017,185374
"1845",2013,-5409,236602
"1846",2013,5535,74861
"1847",2013,13272,400696
"1848",2013,10018,72218
"1849",2013,705,22350
"1850",2013,-9663,33619
"1851",2013,202,308295
"1852",2013,-144,21714
"1853",2013,26731,223521
"1854",2013,-20839,154432
"1855",2013,15084,60448
"1856",2013,33,114674
"1857",2013,32,34385
"1858",2013,9510,148975
"1859",2013,-122336,19959500
"1860",2013,-7904,2595950
"1861",2013,-5,15715
"1862",2013,579,78777
"1863",2013,-2636,159532
"1864",2013,2809,59525
"1865",2013,-4465,686459
"1866",2013,73,92991
"1867",2013,798,46170
"1868",2013,2908,42268
"1869",2013,570,20344
"1870",2013,14600,206552
"1871",2013,12065,54645
"1872",2013,572,83841
"1873",2013,11100,405289
"1874",2013,-176,74372
"1875",2013,39183,516243
"1876",2013,145,38475
"1877",2013,3050,2935880
"1878",2013,1025,383360
"1879",2013,5907,17875
"1880",2013,452523,2449575
"1881",2013,1148,643021
"1882",2013,-200,129698
"1883",2013,2950,356336
"1884",2013,7218,62738
"1885",2013,59427,289587
"1886",2013,-16,24191
"1887",2013,13453,82715
"1888",2013,7688,23047
"1889",2013,9845,2747414
"1890",2013,930,50904
"1891",2013,10400,95096
"1892",2013,-12613,45434
"1893",2013,4100,54480
"1894",2013,1304,45507
"1895",2013,-181,22114
"1896",2013,-15377,193558
"1897",2013,1300,24250
"1898",2013,524,90930
"1899",2013,240003,1970744
"1900",2013,26818,172785
"1901",2013,270,24036
"1902",2013,43675,1728173
"1903",2013,942,39814
"1904",2013,763589,136688
"1905",2013,2260,9937
"1906",2013,483965,600765
"1907",2013,964,27469
"1908",2013,5172,135671
"1909",2013,18409,447010
"1910",2013,50278,68523
"1911",2013,9012,37012
"1912",2013,41167,68807
"1913",2013,-6652,222692
"1914",2013,3350,20026
"1915",2013,4560,6864
"1916",2013,1501,7118
"1917",2013,9160,15380
"1918",2013,38741,68487
"1919",2013,12037,155842
"1920",2013,11300,38422
"1921",2013,88076,102877
"1922",2013,48996,52885
"1923",2013,178,50827
"1924",2013,9446,3844
"1925",2013,40560,49685
"1926",2013,-3272,66142
"1927",2013,31983,82991
"1928",2013,1590,1950
"1929",2013,13642,52368
"1930",2013,1460,33590
"1931",2013,1630,132739
"1932",2013,5427,48569
"1933",2013,1770,10146
"1934",2013,11859,52177
"1935",2013,5432,89601
"1936",2013,13792,449280
"1937",2013,3802,5962
"1938",2013,28932,44315
"1939",2013,1320,45200
"1940",2013,9226,48261
"1941",2013,1335,43610
"1942",2013,2510,5780
"1943",2013,26875,77859
"1944",2013,16,24245
"1945",2013,43880,926218
"1946",2013,15412,50443
"1947",2013,92325,169541
